"Gene_names","Eclass"
"TBX19","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"USF2","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"TBX18","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"TBX15","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"REST","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"HAND2","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"CRY2","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"CLOCK","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"CEBPA","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"KDM3A","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"SMARCD2","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"CEBPE","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"PLAG1","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"HDAC1","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"HDAC2","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"LDB1","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"UHRF1","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"SRF","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"CRX","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"YBX3","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"BARX2","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"NR3C1","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"CIART","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"SIN3A","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"SIX3","transcription regulatory region sequence-specific DNA binding (GO:0000976)"
"MED1","chromatin binding (GO:0003682)"
"SOX14","chromatin binding (GO:0003682)"
"CRAMP1L","chromatin binding (GO:0003682)"
"RFX4","chromatin binding (GO:0003682)"
"SOX15","chromatin binding (GO:0003682)"
"ISL1","chromatin binding (GO:0003682)"
"SOX10","chromatin binding (GO:0003682)"
"WDHD1","chromatin binding (GO:0003682)"
"GATAD2B","chromatin binding (GO:0003682)"
"POLR3A","chromatin binding (GO:0003682)"
"WDR82","chromatin binding (GO:0003682)"
"POLR3D","chromatin binding (GO:0003682)"
"ZSCAN20","chromatin binding (GO:0003682)"
"ASF1A","chromatin binding (GO:0003682)"
"HNRNPC","chromatin binding (GO:0003682)"
"PTF1A","chromatin binding (GO:0003682)"
"RAN","chromatin binding (GO:0003682)"
"ATF2","chromatin binding (GO:0003682)"
"LEF1","chromatin binding (GO:0003682)"
"RNF2","chromatin binding (GO:0003682)"
"PRKAA2","chromatin binding (GO:0003682)"
"RNF8","chromatin binding (GO:0003682)"
"PRKAA1","chromatin binding (GO:0003682)"
"RNF4","chromatin binding (GO:0003682)"
"ASCL1","chromatin binding (GO:0003682)"
"CREB3L1","chromatin binding (GO:0003682)"
"MTA1","chromatin binding (GO:0003682)"
"MTA2","chromatin binding (GO:0003682)"
"MYB","chromatin binding (GO:0003682)"
"IFT74","chromatin binding (GO:0003682)"
"NKX2-2","chromatin binding (GO:0003682)"
"SF3B1","chromatin binding (GO:0003682)"
"PPARGC1A","chromatin binding (GO:0003682)"
"MTA3","chromatin binding (GO:0003682)"
"NKX2-5","chromatin binding (GO:0003682)"
"HES5","chromatin binding (GO:0003682)"
"PHC1","chromatin binding (GO:0003682)"
"CREBBP","chromatin binding (GO:0003682)"
"ACTL6A","chromatin binding (GO:0003682)"
"PRKCB","chromatin binding (GO:0003682)"
"TERF1","chromatin binding (GO:0003682)"
"BAZ1B","chromatin binding (GO:0003682)"
"TERF2","chromatin binding (GO:0003682)"
"FLI1","chromatin binding (GO:0003682)"
"HCFC1","chromatin binding (GO:0003682)"
"PBX2","chromatin binding (GO:0003682)"
"AR","chromatin binding (GO:0003682)"
"SNAI2","chromatin binding (GO:0003682)"
"NANOG","chromatin binding (GO:0003682)"
"H2AFY2","chromatin binding (GO:0003682)"
"EZH1","chromatin binding (GO:0003682)"
"EZH2","chromatin binding (GO:0003682)"
"AIRE","chromatin binding (GO:0003682)"
"CDCA5","chromatin binding (GO:0003682)"
"GATA6","chromatin binding (GO:0003682)"
"GATA4","chromatin binding (GO:0003682)"
"MYSM1","chromatin binding (GO:0003682)"
"GATA2","chromatin binding (GO:0003682)"
"GATA1","chromatin binding (GO:0003682)"
"ELK4","chromatin binding (GO:0003682)"
"RBPJ","chromatin binding (GO:0003682)"
"SMC3","chromatin binding (GO:0003682)"
"PLAC8","chromatin binding (GO:0003682)"
"NUP62","chromatin binding (GO:0003682)"
"MCMBP","chromatin binding (GO:0003682)"
"HESX1","chromatin binding (GO:0003682)"
"MYBL1","chromatin binding (GO:0003682)"
"MYBL2","chromatin binding (GO:0003682)"
"MSGN1","chromatin binding (GO:0003682)"
"UPF1","chromatin binding (GO:0003682)"
"H3F3C","chromatin binding (GO:0003682)"
"RING1","chromatin binding (GO:0003682)"
"H3F3A","chromatin binding (GO:0003682)"
"PHF13","chromatin binding (GO:0003682)"
"MYOG","chromatin binding (GO:0003682)"
"NFATC3","chromatin binding (GO:0003682)"
"SIRT6","chromatin binding (GO:0003682)"
"ASH1L","chromatin binding (GO:0003682)"
"SIRT7","chromatin binding (GO:0003682)"
"PAX6","chromatin binding (GO:0003682)"
"CDC6","chromatin binding (GO:0003682)"
"SIRT2","chromatin binding (GO:0003682)"
"PAX3","chromatin binding (GO:0003682)"
"ZEB1","chromatin binding (GO:0003682)"
"CENPF","chromatin binding (GO:0003682)"
"NCOR1","chromatin binding (GO:0003682)"
"TADA2A","chromatin binding (GO:0003682)"
"NCOR2","chromatin binding (GO:0003682)"
"TADA2B","chromatin binding (GO:0003682)"
"KAT2A","chromatin binding (GO:0003682)"
"TAL1","chromatin binding (GO:0003682)"
"JDP2","chromatin binding (GO:0003682)"
"RARA","chromatin binding (GO:0003682)"
"URI1","chromatin binding (GO:0003682)"
"PRDM13","chromatin binding (GO:0003682)"
"CTCF","chromatin binding (GO:0003682)"
"HOXC13","chromatin binding (GO:0003682)"
"PRDM11","chromatin binding (GO:0003682)"
"MECP2","chromatin binding (GO:0003682)"
"MED12","chromatin binding (GO:0003682)"
"ATXN7","chromatin binding (GO:0003682)"
"JARID2","chromatin binding (GO:0003682)"
"BRD4","chromatin binding (GO:0003682)"
"MBD5","chromatin binding (GO:0003682)"
"BRD3","chromatin binding (GO:0003682)"
"MEF2A","chromatin binding (GO:0003682)"
"SETSIP","chromatin binding (GO:0003682)"
"MBD6","chromatin binding (GO:0003682)"
"BRD2","chromatin binding (GO:0003682)"
"HELLS","chromatin binding (GO:0003682)"
"MEF2C","chromatin binding (GO:0003682)"
"MBD2","chromatin binding (GO:0003682)"
"MBD3","chromatin binding (GO:0003682)"
"APITD1","chromatin binding (GO:0003682)"
"APEX1","chromatin binding (GO:0003682)"
"PKN1","chromatin binding (GO:0003682)"
"PPARG","chromatin binding (GO:0003682)"
"FABP1","chromatin binding (GO:0003682)"
"KDM8","chromatin binding (GO:0003682)"
"HOXD13","chromatin binding (GO:0003682)"
"NOC2L","chromatin binding (GO:0003682)"
"GLI2","chromatin binding (GO:0003682)"
"CENPA","chromatin binding (GO:0003682)"
"PHF8","chromatin binding (GO:0003682)"
"CENPB","chromatin binding (GO:0003682)"
"ING2","chromatin binding (GO:0003682)"
"GLI1","chromatin binding (GO:0003682)"
"HOXD10","chromatin binding (GO:0003682)"
"GLI3","chromatin binding (GO:0003682)"
"ING5","chromatin binding (GO:0003682)"
"RNASEK-C17ORF49","chromatin binding (GO:0003682)"
"PCGF2","chromatin binding (GO:0003682)"
"TLE4","chromatin binding (GO:0003682)"
"TLE1","chromatin binding (GO:0003682)"
"MITF","chromatin binding (GO:0003682)"
"VRK1","chromatin binding (GO:0003682)"
"HINFP","chromatin binding (GO:0003682)"
"FOXP1","chromatin binding (GO:0003682)"
"MORF4L1","chromatin binding (GO:0003682)"
"SKI","chromatin binding (GO:0003682)"
"DMTF1","chromatin binding (GO:0003682)"
"MSH6","chromatin binding (GO:0003682)"
"KAT6A","chromatin binding (GO:0003682)"
"GMNC","chromatin binding (GO:0003682)"
"AJUBA","chromatin binding (GO:0003682)"
"ZNF431","chromatin binding (GO:0003682)"
"CCNT1","chromatin binding (GO:0003682)"
"FOXO3","chromatin binding (GO:0003682)"
"EGFR","chromatin binding (GO:0003682)"
"FAAP24","chromatin binding (GO:0003682)"
"FOXO1","chromatin binding (GO:0003682)"
"HMGN5","chromatin binding (GO:0003682)"
"NSD1","chromatin binding (GO:0003682)"
"RBBP4","chromatin binding (GO:0003682)"
"RUVBL2","chromatin binding (GO:0003682)"
"HMGN3","chromatin binding (GO:0003682)"
"PITX2","chromatin binding (GO:0003682)"
"NKX6-1","chromatin binding (GO:0003682)"
"HMGN4","chromatin binding (GO:0003682)"
"HMGN1","chromatin binding (GO:0003682)"
"HMGN2","chromatin binding (GO:0003682)"
"ZNF541","chromatin binding (GO:0003682)"
"MYPOP","chromatin binding (GO:0003682)"
"FANCM","chromatin binding (GO:0003682)"
"FOXN4","chromatin binding (GO:0003682)"
"PYGO2","chromatin binding (GO:0003682)"
"RNF169","chromatin binding (GO:0003682)"
"RNF168","chromatin binding (GO:0003682)"
"LHX2","chromatin binding (GO:0003682)"
"ADNP","chromatin binding (GO:0003682)"
"DNMT1","chromatin binding (GO:0003682)"
"NOTCH1","chromatin binding (GO:0003682)"
"CALCOCO1","chromatin binding (GO:0003682)"
"MAZ","chromatin binding (GO:0003682)"
"NELFA","chromatin binding (GO:0003682)"
"KMT2A","chromatin binding (GO:0003682)"
"PHF21A","chromatin binding (GO:0003682)"
"MUM1","chromatin binding (GO:0003682)"
"CHAF1A","chromatin binding (GO:0003682)"
"SALL1","chromatin binding (GO:0003682)"
"NIPBL","chromatin binding (GO:0003682)"
"CHAF1B","chromatin binding (GO:0003682)"
"TPR","chromatin binding (GO:0003682)"
"ZKSCAN3","chromatin binding (GO:0003682)"
"TRIM66","chromatin binding (GO:0003682)"
"ZKSCAN2","chromatin binding (GO:0003682)"
"MEN1","chromatin binding (GO:0003682)"
"DNMT3A","chromatin binding (GO:0003682)"
"SMARCE1","chromatin binding (GO:0003682)"
"CDC5L","chromatin binding (GO:0003682)"
"SMC1A","chromatin binding (GO:0003682)"
"GON4L","chromatin binding (GO:0003682)"
"CDK9","chromatin binding (GO:0003682)"
"DNAJC2","chromatin binding (GO:0003682)"
"DNAJC1","chromatin binding (GO:0003682)"
"SP3","chromatin binding (GO:0003682)"
"BCL6","chromatin binding (GO:0003682)"
"UNKNOWN","chromatin binding (GO:0003682)"
"TOP1","chromatin binding (GO:0003682)"
"BCAR2","chromatin binding (GO:0003682)"
"DLX1","chromatin binding (GO:0003682)"
"DLX2","chromatin binding (GO:0003682)"
"L3MBTL1","chromatin binding (GO:0003682)"
"DLX3","chromatin binding (GO:0003682)"
"SHMT2","chromatin binding (GO:0003682)"
"PELP1","chromatin binding (GO:0003682)"
"ORC1","chromatin binding (GO:0003682)"
"SKIL","chromatin binding (GO:0003682)"
"BCAS3","chromatin binding (GO:0003682)"
"PROP1","chromatin binding (GO:0003682)"
"SMARCC1","chromatin binding (GO:0003682)"
"SMARCC2","chromatin binding (GO:0003682)"
"ATRX","chromatin binding (GO:0003682)"
"HDGFRP2","chromatin binding (GO:0003682)"
"RNF20","chromatin binding (GO:0003682)"
"INSM1","chromatin binding (GO:0003682)"
"TRIM37","chromatin binding (GO:0003682)"
"BDP1","chromatin binding (GO:0003682)"
"CEBPB","chromatin binding (GO:0003682)"
"SMARCD2","chromatin binding (GO:0003682)"
"HDAC3","chromatin binding (GO:0003682)"
"HDAC1","chromatin binding (GO:0003682)"
"HDAC2","chromatin binding (GO:0003682)"
"UHRF1","chromatin binding (GO:0003682)"
"SRF","chromatin binding (GO:0003682)"
"CRX","chromatin binding (GO:0003682)"
"KIAA0101","chromatin binding (GO:0003682)"
"BARX2","chromatin binding (GO:0003682)"
"HDAC7","chromatin binding (GO:0003682)"
"PRIMPOL","chromatin binding (GO:0003682)"
"HHEX","chromatin binding (GO:0003682)"
"POLR2B","chromatin binding (GO:0003682)"
"BAHD1","chromatin binding (GO:0003682)"
"SIN3B","chromatin binding (GO:0003682)"
"SIN3A","chromatin binding (GO:0003682)"
"TRIM24","chromatin binding (GO:0003682)"
"SMARCA1","chromatin binding (GO:0003682)"
"CCDC79","chromatin binding (GO:0003682)"
"EBF2","chromatin binding (GO:0003682)"
"SMARCA4","chromatin binding (GO:0003682)"
"SMARCA5","chromatin binding (GO:0003682)"
"RUNX2","chromatin binding (GO:0003682)"
"TFAM","chromatin binding (GO:0003682)"
"TP53","chromatin binding (GO:0003682)"
"SMARCB1","chromatin binding (GO:0003682)"
"WBP2","chromatin binding (GO:0003682)"
