"Egenes","Eclass"
"RAB6A","Golgi apparatus (GO:0005794)"
"GBF1","Golgi apparatus (GO:0005794)"
"SACM1L","Golgi apparatus (GO:0005794)"
"ZDHHC13","Golgi apparatus (GO:0005794)"
"AP3D1","Golgi apparatus (GO:0005794)"
"PPHLN1","Golgi apparatus (GO:0005794)"
"ZDHHC12","Golgi apparatus (GO:0005794)"
"SLC35G2","Golgi apparatus (GO:0005794)"
"ZDHHC17","Golgi apparatus (GO:0005794)"
"ZDHHC18","Golgi apparatus (GO:0005794)"
"HCK","Golgi apparatus (GO:0005794)"
"SVIP","Golgi apparatus (GO:0005794)"
"ZDHHC15","Golgi apparatus (GO:0005794)"
"B3GNT9","Golgi apparatus (GO:0005794)"
"TRIP11","Golgi apparatus (GO:0005794)"
"F2RL1","Golgi apparatus (GO:0005794)"
"RAB9A","Golgi apparatus (GO:0005794)"
"B3GNT3","Golgi apparatus (GO:0005794)"
"APBA1","Golgi apparatus (GO:0005794)"
"MAPRE1","Golgi apparatus (GO:0005794)"
"TRIP10","Golgi apparatus (GO:0005794)"
"HIP1","Golgi apparatus (GO:0005794)"
"GDI2","Golgi apparatus (GO:0005794)"
"ZDHHC21","Golgi apparatus (GO:0005794)"
"GDI1","Golgi apparatus (GO:0005794)"
"ZDHHC22","Golgi apparatus (GO:0005794)"
"HRAS","Golgi apparatus (GO:0005794)"
"QPCTL","Golgi apparatus (GO:0005794)"
"APLP1","Golgi apparatus (GO:0005794)"
"LIG1","Golgi apparatus (GO:0005794)"
"B3GAT3","Golgi apparatus (GO:0005794)"
"TRAPPC11","Golgi apparatus (GO:0005794)"
"TRAPPC10","Golgi apparatus (GO:0005794)"
"ARID3A","Golgi apparatus (GO:0005794)"
"TSC2","Golgi apparatus (GO:0005794)"
"TMEM130","Golgi apparatus (GO:0005794)"
"GRHL1","Golgi apparatus (GO:0005794)"
"ARHGAP32","Golgi apparatus (GO:0005794)"
"FANCD2","Golgi apparatus (GO:0005794)"
"ABCG1","Golgi apparatus (GO:0005794)"
"GOLT1A","Golgi apparatus (GO:0005794)"
"MPHOSPH9","Golgi apparatus (GO:0005794)"
"POC1B-GALNT4","Golgi apparatus (GO:0005794)"
"RGS19","Golgi apparatus (GO:0005794)"
"GALNT15","Golgi apparatus (GO:0005794)"
"GALNT16","Golgi apparatus (GO:0005794)"
"TMEM59L","Golgi apparatus (GO:0005794)"
"GALNT18","Golgi apparatus (GO:0005794)"
"ATP1A3","Golgi apparatus (GO:0005794)"
"CIB1","Golgi apparatus (GO:0005794)"
"ATP1A1","Golgi apparatus (GO:0005794)"
"STRN3","Golgi apparatus (GO:0005794)"
"MANEA","Golgi apparatus (GO:0005794)"
"DAOA","Golgi apparatus (GO:0005794)"
"CLASP1","Golgi apparatus (GO:0005794)"
"CLASP2","Golgi apparatus (GO:0005794)"
"TRAPPC2L","Golgi apparatus (GO:0005794)"
"OPALIN","Golgi apparatus (GO:0005794)"
"ESR1","Golgi apparatus (GO:0005794)"
"DLG1","Golgi apparatus (GO:0005794)"
"DNMBP","Golgi apparatus (GO:0005794)"
"CORO7-PAM16","Golgi apparatus (GO:0005794)"
"TMEM115","Golgi apparatus (GO:0005794)"
"PREPL","Golgi apparatus (GO:0005794)"
"SELM","Golgi apparatus (GO:0005794)"
"MDFIC","Golgi apparatus (GO:0005794)"
"CASQ1","Golgi apparatus (GO:0005794)"
"ACBD3","Golgi apparatus (GO:0005794)"
"FGFR2","Golgi apparatus (GO:0005794)"
"PDE9A","Golgi apparatus (GO:0005794)"
"TRAPPC3L","Golgi apparatus (GO:0005794)"
"GOLT1B","Golgi apparatus (GO:0005794)"
"COPB1","Golgi apparatus (GO:0005794)"
"CABP2","Golgi apparatus (GO:0005794)"
"ARHGAP21","Golgi apparatus (GO:0005794)"
"COL4A3BP","Golgi apparatus (GO:0005794)"
"SRGN","Golgi apparatus (GO:0005794)"
"RHBDD2","Golgi apparatus (GO:0005794)"
"AXIN1","Golgi apparatus (GO:0005794)"
"ARAP1","Golgi apparatus (GO:0005794)"
"OPRM1","Golgi apparatus (GO:0005794)"
"DNM2","Golgi apparatus (GO:0005794)"
"COQ6","Golgi apparatus (GO:0005794)"
"MYH2","Golgi apparatus (GO:0005794)"
"FES","Golgi apparatus (GO:0005794)"
"SYNDIG1L","Golgi apparatus (GO:0005794)"
"PDE3B","Golgi apparatus (GO:0005794)"
"NFKBIE","Golgi apparatus (GO:0005794)"
"COPE","Golgi apparatus (GO:0005794)"
"B4GALT3","Golgi apparatus (GO:0005794)"
"B4GALT1","Golgi apparatus (GO:0005794)"
"GPSM1","Golgi apparatus (GO:0005794)"
"USP32","Golgi apparatus (GO:0005794)"
"USP33","Golgi apparatus (GO:0005794)"
"PMEL","Golgi apparatus (GO:0005794)"
"ABCB6","Golgi apparatus (GO:0005794)"
"DBI","Golgi apparatus (GO:0005794)"
"MLANA","Golgi apparatus (GO:0005794)"
"TMEM30A","Golgi apparatus (GO:0005794)"
"IL15RA","Golgi apparatus (GO:0005794)"
"PDE4DIP","Golgi apparatus (GO:0005794)"
"POMGNT1","Golgi apparatus (GO:0005794)"
"TRAPPC6B","Golgi apparatus (GO:0005794)"
"TRAPPC6A","Golgi apparatus (GO:0005794)"
"SPRY4","Golgi apparatus (GO:0005794)"
"PFDN2","Golgi apparatus (GO:0005794)"
"B4GALT7","Golgi apparatus (GO:0005794)"
"CAMK1G","Golgi apparatus (GO:0005794)"
"STEAP4","Golgi apparatus (GO:0005794)"
"PKD1","Golgi apparatus (GO:0005794)"
"MAPK3","Golgi apparatus (GO:0005794)"
"MAPK1","Golgi apparatus (GO:0005794)"
"CDIPT","Golgi apparatus (GO:0005794)"
"SCYL1","Golgi apparatus (GO:0005794)"
"SCYL3","Golgi apparatus (GO:0005794)"
"SCYL2","Golgi apparatus (GO:0005794)"
"RPL22","large ribosomal subunit (GO:0015934)"
"RPL21","large ribosomal subunit (GO:0015934)"
"RPL24","large ribosomal subunit (GO:0015934)"
"NSUN4","large ribosomal subunit (GO:0015934)"
"RPL23","large ribosomal subunit (GO:0015934)"
"RPL13A","large ribosomal subunit (GO:0015934)"
"MRPL27","large ribosomal subunit (GO:0015934)"
"MRPL22","large ribosomal subunit (GO:0015934)"
"MRPL23","large ribosomal subunit (GO:0015934)"
"MRPL32","large ribosomal subunit (GO:0015934)"
"RPL37A","large ribosomal subunit (GO:0015934)"
"RPL26","large ribosomal subunit (GO:0015934)"
"RPL28","large ribosomal subunit (GO:0015934)"
"RPL27","large ribosomal subunit (GO:0015934)"
"RPL29","large ribosomal subunit (GO:0015934)"
"RPL26L1","large ribosomal subunit (GO:0015934)"
"RPL11","large ribosomal subunit (GO:0015934)"
"RPL10","large ribosomal subunit (GO:0015934)"
"RPL13","large ribosomal subunit (GO:0015934)"
"RPL12","large ribosomal subunit (GO:0015934)"
"ZCCHC17","large ribosomal subunit (GO:0015934)"
"MRPL36","large ribosomal subunit (GO:0015934)"
"FXR2","large ribosomal subunit (GO:0015934)"
"MRPL41","large ribosomal subunit (GO:0015934)"
"ICT1","large ribosomal subunit (GO:0015934)"
"RPL36A","large ribosomal subunit (GO:0015934)"
"RPL15","large ribosomal subunit (GO:0015934)"
"RPL14","large ribosomal subunit (GO:0015934)"
"RPL17","large ribosomal subunit (GO:0015934)"
"RPL19","large ribosomal subunit (GO:0015934)"
"RPL18","large ribosomal subunit (GO:0015934)"
"RPL41","large ribosomal subunit (GO:0015934)"
"MTERF4","large ribosomal subunit (GO:0015934)"
"MRPS24","large ribosomal subunit (GO:0015934)"
"RPL35A","large ribosomal subunit (GO:0015934)"
"RPL23A","large ribosomal subunit (GO:0015934)"
"RPL39L","large ribosomal subunit (GO:0015934)"
"RPL3L","large ribosomal subunit (GO:0015934)"
"MRPL10","large ribosomal subunit (GO:0015934)"
"MRPL51","large ribosomal subunit (GO:0015934)"
"MRPL52","large ribosomal subunit (GO:0015934)"
"RPL27A","large ribosomal subunit (GO:0015934)"
"UBA52","large ribosomal subunit (GO:0015934)"
"RPL5","large ribosomal subunit (GO:0015934)"
"RPL6","large ribosomal subunit (GO:0015934)"
"RPL31","large ribosomal subunit (GO:0015934)"
"RPL3","large ribosomal subunit (GO:0015934)"
"RPL4","large ribosomal subunit (GO:0015934)"
"RPL30","large ribosomal subunit (GO:0015934)"
"RPLP0","large ribosomal subunit (GO:0015934)"
"RPL32","large ribosomal subunit (GO:0015934)"
"RPL35","large ribosomal subunit (GO:0015934)"
"RPLP2","large ribosomal subunit (GO:0015934)"
"RPL10L","large ribosomal subunit (GO:0015934)"
"RPL34","large ribosomal subunit (GO:0015934)"
"RPLP1","large ribosomal subunit (GO:0015934)"
"MRPL15","large ribosomal subunit (GO:0015934)"
"RPL10A","large ribosomal subunit (GO:0015934)"
"RPL9","large ribosomal subunit (GO:0015934)"
"MRPL1","large ribosomal subunit (GO:0015934)"
"MRPL13","large ribosomal subunit (GO:0015934)"
"KRBA2","large ribosomal subunit (GO:0015934)"
"RPL7","large ribosomal subunit (GO:0015934)"
"MRPL55","large ribosomal subunit (GO:0015934)"
"MRPL12","large ribosomal subunit (GO:0015934)"
"RPL8","large ribosomal subunit (GO:0015934)"
"MRPL3","large ribosomal subunit (GO:0015934)"
"RPL18A","large ribosomal subunit (GO:0015934)"
"RBM3","large ribosomal subunit (GO:0015934)"
"RPL37","large ribosomal subunit (GO:0015934)"
"RPL36","large ribosomal subunit (GO:0015934)"
"RPL39","large ribosomal subunit (GO:0015934)"
"RPL38","large ribosomal subunit (GO:0015934)"
"RPL7A","large ribosomal subunit (GO:0015934)"
"ATP6V1G1","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V1G2","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V1G3","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V1E1","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6AP1","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATPIF1","proton-transporting two-sector ATPase complex (GO:0016469)"
"USMG5","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5F1","proton-transporting two-sector ATPase complex (GO:0016469)"
"MT-ATP8","proton-transporting two-sector ATPase complex (GO:0016469)"
"PPIF","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V1G2-DDX39B","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V0D2","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V1B1","proton-transporting two-sector ATPase complex (GO:0016469)"
"MP68","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V1A","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V1D","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V0D1","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5L","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5A1","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5C1","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5J","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5I","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5G3","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5G2","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5O","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5G1","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5J2","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5D","proton-transporting two-sector ATPase complex (GO:0016469)"
"MT-ATP6","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5B","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5H","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP5E","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V0A4","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V1F","proton-transporting two-sector ATPase complex (GO:0016469)"
"ATP6V1C1","proton-transporting two-sector ATPase complex (GO:0016469)"
"FNBP4","nucleolus (GO:0005730)"
"HEXIM1","nucleolus (GO:0005730)"
"RC3H2","nucleolus (GO:0005730)"
"LARP7","nucleolus (GO:0005730)"
"C19ORF40","nucleolus (GO:0005730)"
"SCO2","nucleolus (GO:0005730)"
"LAS1L","nucleolus (GO:0005730)"
"C19ORF47","nucleolus (GO:0005730)"
"CIAPIN1","nucleolus (GO:0005730)"
"SKAP2","nucleolus (GO:0005730)"
"ATF2","nucleolus (GO:0005730)"
"ATF3","nucleolus (GO:0005730)"
"ATF1","nucleolus (GO:0005730)"
"POMP","nucleolus (GO:0005730)"
"CRABP2","nucleolus (GO:0005730)"
"TESK2","nucleolus (GO:0005730)"
"IWS1","nucleolus (GO:0005730)"
"SDAD1","nucleolus (GO:0005730)"
"EXOSC10","nucleolus (GO:0005730)"
"TFPT","nucleolus (GO:0005730)"
"GPBP1","nucleolus (GO:0005730)"
"BBX","nucleolus (GO:0005730)"
"AKT3","nucleolus (GO:0005730)"
"SNX27","nucleolus (GO:0005730)"
"CREBBP","nucleolus (GO:0005730)"
"SECISBP2","nucleolus (GO:0005730)"
"PBX1","nucleolus (GO:0005730)"
"TBL3","nucleolus (GO:0005730)"
"PLSCR1","nucleolus (GO:0005730)"
"NANOG","nucleolus (GO:0005730)"
"SF1","nucleolus (GO:0005730)"
"KDM7A","nucleolus (GO:0005730)"
"ATF5","nucleolus (GO:0005730)"
"CDCA2","nucleolus (GO:0005730)"
"CDCA5","nucleolus (GO:0005730)"
"NCAPG2","nucleolus (GO:0005730)"
"MUS81","nucleolus (GO:0005730)"
"CDCA7","nucleolus (GO:0005730)"
"CDCA8","nucleolus (GO:0005730)"
"BAZ2A","nucleolus (GO:0005730)"
"ZNF22","nucleolus (GO:0005730)"
"GATA3","nucleolus (GO:0005730)"
"GATA2","nucleolus (GO:0005730)"
"DEDD2","nucleolus (GO:0005730)"
"LARP1","nucleolus (GO:0005730)"
"NTMT1","nucleolus (GO:0005730)"
"RNF216","nucleolus (GO:0005730)"
"SCP2","nucleolus (GO:0005730)"
"PIP5K1A","nucleolus (GO:0005730)"
"LTA4H","nucleolus (GO:0005730)"
"CENPV","nucleolus (GO:0005730)"
"RING1","nucleolus (GO:0005730)"
"MCRS1","nucleolus (GO:0005730)"
"ZNF480","nucleolus (GO:0005730)"
"SLC7A5","nucleolus (GO:0005730)"
"CENPF","nucleolus (GO:0005730)"
"BHLHE40","nucleolus (GO:0005730)"
"CENPO","nucleolus (GO:0005730)"
"CENPQ","nucleolus (GO:0005730)"
"ERGIC2","nucleolus (GO:0005730)"
"CENPT","nucleolus (GO:0005730)"
"PAFAH1B2","nucleolus (GO:0005730)"
"ZNF470","nucleolus (GO:0005730)"
"NOC4L","nucleolus (GO:0005730)"
"HOXC11","nucleolus (GO:0005730)"
"PPP2R4","nucleolus (GO:0005730)"
"DKFZP434D199","nucleolus (GO:0005730)"
"EGLN2","nucleolus (GO:0005730)"
"MBD4","nucleolus (GO:0005730)"
"CDKL5","nucleolus (GO:0005730)"
"FOS","nucleolus (GO:0005730)"
"NOC3L","nucleolus (GO:0005730)"
"C12ORF10","nucleolus (GO:0005730)"
"MYBBP1A","nucleolus (GO:0005730)"
"GID8","nucleolus (GO:0005730)"
"TAOK2","nucleolus (GO:0005730)"
"SNX15","nucleolus (GO:0005730)"
"AGPS","nucleolus (GO:0005730)"
"APEX1","nucleolus (GO:0005730)"
"NCAPD2","nucleolus (GO:0005730)"
"TSR1","nucleolus (GO:0005730)"
"PKN2","nucleolus (GO:0005730)"
"NOC2L","nucleolus (GO:0005730)"
"WRN","nucleolus (GO:0005730)"
"PLAGL1","nucleolus (GO:0005730)"
"NUDT16","nucleolus (GO:0005730)"
"OLR1","nucleolus (GO:0005730)"
"FBXW7","nucleolus (GO:0005730)"
"MAP3K2","nucleolus (GO:0005730)"
"CRBN","nucleolus (GO:0005730)"
"FBXO11","nucleolus (GO:0005730)"
"CDC25B","nucleolus (GO:0005730)"
"WT1","nucleolus (GO:0005730)"
"MSH6","nucleolus (GO:0005730)"
"DMTF1","nucleolus (GO:0005730)"
"SRSF4","nucleolus (GO:0005730)"
"PKP2","nucleolus (GO:0005730)"
"PDCD4","nucleolus (GO:0005730)"
"SRSF5","nucleolus (GO:0005730)"
"SRSF6","nucleolus (GO:0005730)"
"ZNF436","nucleolus (GO:0005730)"
"SRSF7","nucleolus (GO:0005730)"
"SRSF9","nucleolus (GO:0005730)"
"PKP1","nucleolus (GO:0005730)"
"RASL11A","nucleolus (GO:0005730)"
"ATP10D","nucleolus (GO:0005730)"
"CASC5","nucleolus (GO:0005730)"
"ATN1","nucleolus (GO:0005730)"
"RCHY1","nucleolus (GO:0005730)"
"NPAS3","nucleolus (GO:0005730)"
"EIF1AD","nucleolus (GO:0005730)"
"ZNF428","nucleolus (GO:0005730)"
"STX5","nucleolus (GO:0005730)"
"PIAS4","nucleolus (GO:0005730)"
"NOP14","nucleolus (GO:0005730)"
"NOP16","nucleolus (GO:0005730)"
"RFXANK","nucleolus (GO:0005730)"
"IBTK","nucleolus (GO:0005730)"
"MED27","nucleolus (GO:0005730)"
"FBXO32","nucleolus (GO:0005730)"
"MED29","nucleolus (GO:0005730)"
"ACLY","nucleolus (GO:0005730)"
"MOB2","nucleolus (GO:0005730)"
"HPSE","nucleolus (GO:0005730)"
"ZNF415","nucleolus (GO:0005730)"
"BMP2K","nucleolus (GO:0005730)"
"MNAT1","nucleolus (GO:0005730)"
"SPRN","nucleolus (GO:0005730)"
"OSBPL1A","nucleolus (GO:0005730)"
"INO80C","nucleolus (GO:0005730)"
"LY6K","nucleolus (GO:0005730)"
"BLM","nucleolus (GO:0005730)"
"INO80E","nucleolus (GO:0005730)"
"KMT2A","nucleolus (GO:0005730)"
"BOD1L1","nucleolus (GO:0005730)"
"EIF4EBP1","nucleolus (GO:0005730)"
"RIF1","nucleolus (GO:0005730)"
"FBXO25","nucleolus (GO:0005730)"
"GOLIM4","nucleolus (GO:0005730)"
"CHAF1B","nucleolus (GO:0005730)"
"HNRNPDL","nucleolus (GO:0005730)"
"BRIX1","nucleolus (GO:0005730)"
"TXNDC2","nucleolus (GO:0005730)"
"TRIM66","nucleolus (GO:0005730)"
"TRIM68","nucleolus (GO:0005730)"
"SLC2A4RG","nucleolus (GO:0005730)"
"FUS","nucleolus (GO:0005730)"
"UNC45A","nucleolus (GO:0005730)"
"API5","nucleolus (GO:0005730)"
"CDC5L","nucleolus (GO:0005730)"
"MSL1","nucleolus (GO:0005730)"
"SON","nucleolus (GO:0005730)"
"SP1","nucleolus (GO:0005730)"
"RRM2B","nucleolus (GO:0005730)"
"SP4","nucleolus (GO:0005730)"
"OGT","nucleolus (GO:0005730)"
"SMCR8","nucleolus (GO:0005730)"
"TOP1","nucleolus (GO:0005730)"
"ARL4A","nucleolus (GO:0005730)"
"BCAR2","nucleolus (GO:0005730)"
"BCAR1","nucleolus (GO:0005730)"
"KHDRBS1","nucleolus (GO:0005730)"
"LRGUK","nucleolus (GO:0005730)"
"SNAP23","nucleolus (GO:0005730)"
"SPATA2","nucleolus (GO:0005730)"
"MLLT1","nucleolus (GO:0005730)"
"MLLT4","nucleolus (GO:0005730)"
"SPR","nucleolus (GO:0005730)"
"PPP6R3","nucleolus (GO:0005730)"
"IP6K1","nucleolus (GO:0005730)"
"MBIP","nucleolus (GO:0005730)"
"NOP58","nucleolus (GO:0005730)"
"EIF3A","nucleolus (GO:0005730)"
"TRIM41","nucleolus (GO:0005730)"
"FEM1B","nucleolus (GO:0005730)"
"ATRX","nucleolus (GO:0005730)"
"MYO10","nucleolus (GO:0005730)"
"NFKBIL1","nucleolus (GO:0005730)"
"HDGFRP3","nucleolus (GO:0005730)"
"MYO1C","nucleolus (GO:0005730)"
"CDC34","nucleolus (GO:0005730)"
"HAND1","nucleolus (GO:0005730)"
"C1D","nucleolus (GO:0005730)"
"KCTD10","nucleolus (GO:0005730)"
"STUB1","nucleolus (GO:0005730)"
"TRIM33","nucleolus (GO:0005730)"
"EIF3E","nucleolus (GO:0005730)"
"TRIM35","nucleolus (GO:0005730)"
"NOP56","nucleolus (GO:0005730)"
"ALAS1","nucleolus (GO:0005730)"
"UHRF2","nucleolus (GO:0005730)"
"AKAP8L","nucleolus (GO:0005730)"
"PTEN","nucleolus (GO:0005730)"
"U2AF2","nucleolus (GO:0005730)"
"U2AF1","nucleolus (GO:0005730)"
"MALT1","nucleolus (GO:0005730)"
"MTPAP","nucleolus (GO:0005730)"
"TRIM25","nucleolus (GO:0005730)"
"FBXO5","nucleolus (GO:0005730)"
"UBQLN1","nucleolus (GO:0005730)"
"YAF2","nucleolus (GO:0005730)"
"TRIM21","nucleolus (GO:0005730)"
"TRIM22","nucleolus (GO:0005730)"
"UBQLN4","nucleolus (GO:0005730)"
"HNRNPA1","nucleolus (GO:0005730)"
"PEX19","nucleolus (GO:0005730)"
"FBXO3","nucleolus (GO:0005730)"
"GPKOW","nucleolus (GO:0005730)"
"SMARCA2","nucleolus (GO:0005730)"
"PEX14","nucleolus (GO:0005730)"
"SMARCA4","nucleolus (GO:0005730)"
"CDC20","nucleolus (GO:0005730)"
"FLYWCH1","nucleolus (GO:0005730)"
"APLF","nucleolus (GO:0005730)"
"SUB1","nucleolus (GO:0005730)"
"CCDC86","nucleolus (GO:0005730)"
"BCORL1","nucleolus (GO:0005730)"
"TP53","nucleolus (GO:0005730)"
"SMARCB1","nucleolus (GO:0005730)"
"CDKN2AIP","nucleolus (GO:0005730)"
"SNRPD3","nucleolus (GO:0005730)"
"RACGAP1","nucleolus (GO:0005730)"
"CDC27","nucleolus (GO:0005730)"
"E2F3","nucleolus (GO:0005730)"
"EGR1","nucleolus (GO:0005730)"
"FAM9B","nucleolus (GO:0005730)"
"PTK6","nucleolus (GO:0005730)"
"BTD","nucleolus (GO:0005730)"
"FBXL4","nucleolus (GO:0005730)"
"NOL11","nucleolus (GO:0005730)"
"FBXL3","nucleolus (GO:0005730)"
"APOBEC3A","nucleolus (GO:0005730)"
"CERKL","nucleolus (GO:0005730)"
"LTV1","nucleolus (GO:0005730)"
"ECI2","nucleolus (GO:0005730)"
"NUMA1","nucleolus (GO:0005730)"
"CCDC91","nucleolus (GO:0005730)"
"MCIDAS","nucleolus (GO:0005730)"
"DECR1","nucleolus (GO:0005730)"
"TP63","nucleolus (GO:0005730)"
"IL15","nucleolus (GO:0005730)"
"FAM32A","nucleolus (GO:0005730)"
"PRPF40A","nucleolus (GO:0005730)"
"ZHX1","nucleolus (GO:0005730)"
"ZHX2","nucleolus (GO:0005730)"
"TOX4","nucleolus (GO:0005730)"
"ALDH6A1","nucleolus (GO:0005730)"
"KLHL7","nucleolus (GO:0005730)"
"KLHL8","nucleolus (GO:0005730)"
"SLTM","nucleolus (GO:0005730)"
"SLU7","nucleolus (GO:0005730)"
"DHX8","nucleolus (GO:0005730)"
"DHX9","nucleolus (GO:0005730)"
"PAK1IP1","nucleolus (GO:0005730)"
"PPP3CA","nucleolus (GO:0005730)"
"HLTF","nucleolus (GO:0005730)"
"LYAR","nucleolus (GO:0005730)"
"MRPS26","nucleolus (GO:0005730)"
"TTC3","nucleolus (GO:0005730)"
"CACYBP","nucleolus (GO:0005730)"
"APRT","nucleolus (GO:0005730)"
"NOL4L","nucleolus (GO:0005730)"
"TTC5","nucleolus (GO:0005730)"
"NEK11","nucleolus (GO:0005730)"
"TCEA2","nucleolus (GO:0005730)"
"TCEA1","nucleolus (GO:0005730)"
"TACC2","nucleolus (GO:0005730)"
"HDGF","nucleolus (GO:0005730)"
"RAD1","nucleolus (GO:0005730)"
"SPAG17","nucleolus (GO:0005730)"
"CAPG","nucleolus (GO:0005730)"
"MRPS31","nucleolus (GO:0005730)"
"GNAI2","nucleolus (GO:0005730)"
"ARNTL2","nucleolus (GO:0005730)"
"PNMA1","nucleolus (GO:0005730)"
"SUFU","nucleolus (GO:0005730)"
"MRE11A","nucleolus (GO:0005730)"
"TJAP1","nucleolus (GO:0005730)"
"APTX","nucleolus (GO:0005730)"
"EEF1A1","nucleolus (GO:0005730)"
"SHQ1","nucleolus (GO:0005730)"
"SLFN11","nucleolus (GO:0005730)"
"UBE2Z","nucleolus (GO:0005730)"
"44M2.3","nucleolus (GO:0005730)"
"POLE2","nucleolus (GO:0005730)"
"ZNF74","nucleolus (GO:0005730)"
"PPIG","nucleolus (GO:0005730)"
"PPID","nucleolus (GO:0005730)"
"TFAP2A","nucleolus (GO:0005730)"
"PCNA","nucleolus (GO:0005730)"
"CRTC3","nucleolus (GO:0005730)"
"CELSR1","nucleolus (GO:0005730)"
"CRTC1","nucleolus (GO:0005730)"
"CRTC2","nucleolus (GO:0005730)"
"RELB","nucleolus (GO:0005730)"
"CARF","nucleolus (GO:0005730)"
"LOXL2","nucleolus (GO:0005730)"
"SLX4","nucleolus (GO:0005730)"
"HSD17B1","nucleolus (GO:0005730)"
"MSX1","nucleolus (GO:0005730)"
"RAE1","nucleolus (GO:0005730)"
"FGF22","nucleolus (GO:0005730)"
"TTC37","nucleolus (GO:0005730)"
"TGIF2","nucleolus (GO:0005730)"
"SREBF2","nucleolus (GO:0005730)"
"NABP1","nucleolus (GO:0005730)"
"NUP153","nucleolus (GO:0005730)"
"CASK","nucleolus (GO:0005730)"
"NASP","nucleolus (GO:0005730)"
"FGF18","nucleolus (GO:0005730)"
"PSPC1","nucleolus (GO:0005730)"
"MAP7D3","nucleolus (GO:0005730)"
"NABP2","nucleolus (GO:0005730)"
"TSG101","nucleolus (GO:0005730)"
"SRP19","nucleolus (GO:0005730)"
"TXN2","nucleolus (GO:0005730)"
"DDX5","nucleolus (GO:0005730)"
"WHSC1","nucleolus (GO:0005730)"
"DYRK2","nucleolus (GO:0005730)"
"DDX1","nucleolus (GO:0005730)"
"DPY30","nucleolus (GO:0005730)"
"SRP14","nucleolus (GO:0005730)"
"ETS1","nucleolus (GO:0005730)"
"HOXB13","nucleolus (GO:0005730)"
"TTF1","nucleolus (GO:0005730)"
"H2BFM","nucleolus (GO:0005730)"
"WHSC2","nucleolus (GO:0005730)"
"ARFGEF1","nucleolus (GO:0005730)"
"MKL1","nucleolus (GO:0005730)"
"NAV2","nucleolus (GO:0005730)"
"GGN","nucleolus (GO:0005730)"
"SGOL1","nucleolus (GO:0005730)"
"ETV4","nucleolus (GO:0005730)"
"EPN2","nucleolus (GO:0005730)"
"ETV6","nucleolus (GO:0005730)"
"ETV7","nucleolus (GO:0005730)"
"POLA1","nucleolus (GO:0005730)"
"POLA2","nucleolus (GO:0005730)"
"ELF1","nucleolus (GO:0005730)"
"ELF2","nucleolus (GO:0005730)"
"EEF1D","nucleolus (GO:0005730)"
"ELF4","nucleolus (GO:0005730)"
"ZMYND11","nucleolus (GO:0005730)"
"CUEDC2","nucleolus (GO:0005730)"
"CABIN1","nucleolus (GO:0005730)"
"HP1BP3","nucleolus (GO:0005730)"
"PINX1","nucleolus (GO:0005730)"
"TNFAIP1","nucleolus (GO:0005730)"
"ADAR","nucleolus (GO:0005730)"
"TROVE2","nucleolus (GO:0005730)"
"RAI1","nucleolus (GO:0005730)"
"MKNK2","nucleolus (GO:0005730)"
"MAN1A2","nucleolus (GO:0005730)"
"FAM71D","nucleolus (GO:0005730)"
"CYTIP","nucleolus (GO:0005730)"
"DACT1","nucleolus (GO:0005730)"
"FAHD1","nucleolus (GO:0005730)"
"USF2","nucleolus (GO:0005730)"
"USF1","nucleolus (GO:0005730)"
"ERCC1","nucleolus (GO:0005730)"
"SMUG1","nucleolus (GO:0005730)"
"ERCC5","nucleolus (GO:0005730)"
"ERCC3","nucleolus (GO:0005730)"
"CRY1","nucleolus (GO:0005730)"
"ERCC6","nucleolus (GO:0005730)"
"TRIB3","nucleolus (GO:0005730)"
